,likes,retweets,tweet_id
1185,6248,1525,716791146589110272
1188,2475,226,716439118184652801
1189,2904,1154,716285507865542656
1190,7024,2044,716080869887381504
1191,3333,930,715928423106027520
1193,4885,1798,715733265223708672
1195,4084,1369,715696743237730304
1196,4527,1724,715680795826982913
1197,5716,1677,715360349751484417
1198,3164,726,715342466308784130
1199,2527,696,715220193576927233
1200,5354,2008,715200624753819648
1201,4356,1320,715009755312439296
1202,3927,1104,714982300363173890
1204,4328,1511,714957620017307648
1205,3417,1069,714631576617938945
1206,3793,986,714606013974974464
1208,3150,763,714258258790387713
1209,3417,895,714251586676113411
1210,2373,937,714214115368108032
1211,4506,1496,714141408463036416
1212,3428,827,713919462244790272
1214,2965,789,713900603437621249
1215,5105,1466,713761197720473600
1216,4615,1375,713411074226274305
1217,7532,3014,713177543487135744
1218,4663,1554,713175907180089344
1219,19465,7170,712809025985978368
1220,12921,5325,712717840512598017
1221,4346,1294,712668654853337088
1222,5574,1666,712438159032893441
1224,3974,1103,712097430750289920
1225,3081,955,712092745624633345
1226,3393,514,712085617388212225
1227,2364,666,712065007010385924
1229,8435,2460,711968124745228288
1230,2977,1049,711743778164514816
1231,9301,4386,711732680602345472
1232,34371,19468,711694788429553666
1233,4049,979,711652651650457602
1234,3828,1207,711363825979756544
1235,3464,779,711306686208872448
1236,3137,661,711008018775851008
1237,4766,1483,710997087345876993
1238,2665,736,710844581445812225
1239,2816,575,710833117892898816
1240,2421,603,710658690886586372
1242,4767,1999,710588934686908417
1244,2231,549,710283270106132480
1245,4740,1342,710272297844797440
1246,2515,1202,710269109699739648
1247,3045,953,710153181850935296
1248,2900,954,710140971284037632
1249,5764,2120,710117014656950272
1250,3126,1139,709918798883774466
1251,707,105,709901256215666688
1252,3671,1273,709852847387627521
1253,3710,1283,709566166965075968
1254,3441,1132,709556954897764353
1255,1557,255,709519240576036864
1256,2331,622,709449600415961088
1257,2736,739,709409458133323776
1258,2515,609,709225125749587968
1259,13206,6219,709207347839836162
1260,2529,683,709198395643068416
1262,2138,448,709158332880297985
1263,4979,1749,709042156699303936
1265,3121,955,708845821941387268
1266,1774,538,708834316713893888
1267,17279,7401,708810915978854401
1268,2874,871,708738143638450176
1269,2675,773,708711088997666817
1270,2672,720,708479650088034305
1271,3234,875,708469915515297792
1273,3788,1424,708356463048204288
1274,2466,786,708349470027751425
1275,4478,1642,708149363256774660
1276,3552,891,708130923141795840
1277,2816,1043,708119489313951744
1278,2025,578,708109389455101952
1279,4579,2037,708026248782585858
1280,3275,1197,707995814724026368
1282,2826,1033,707969809498152960
1283,3440,1009,707776935007539200
1284,2618,652,707741517457260545
1286,3610,1068,707693576495472641
1288,17788,6843,707610948723478529
1289,2385,739,707420581654872064
1290,2389,637,707411934438625280
1291,3676,1388,707387676719185920
1292,3442,1153,707377100785885184
1293,2598,683,707315916783140866
1294,2901,849,707297311098011648
1295,2702,724,707059547140169728
1296,2301,847,707038192327901184
1297,4268,1461,707021089608753152
1298,2420,637,707014260413456384
1300,2166,640,706901761596989440
1301,3486,1032,706681918348251136
1302,2706,1169,706644897839910912
1303,2263,670,706593038911545345
1304,3621,1508,706538006853918722
1305,3248,1106,706516534877929472
1306,3616,983,706346369204748288
1307,22458,8523,706310011488698368
1308,1787,499,706291001778950144
1309,2867,982,706265994973601792
1311,5405,1717,706166467411222528
1313,3255,785,705975130514706432
1314,3294,950,705970349788291072
1315,2493,597,705898680587526145
1316,2049,561,705786532653883392
1317,3326,1226,705591895322394625
1318,3102,985,705475953783398401
1319,4670,1751,705442520700944385
1320,4013,1805,705428427625635840
1321,3141,799,705239209544720384
1322,2707,861,705223444686888960
1323,2255,545,705102439679201280
1324,2282,644,705066031337840642
1325,4473,1185,704871453724954624
1326,2368,582,704859558691414016
1327,5362,1633,704847917308362754
1328,2764,1067,704819833553219584
1329,6956,3092,704761120771465216
1330,3087,1066,704499785726889984
1332,3564,1129,704480331685040129
1333,8432,3797,704364645503647744
1334,1671,374,704347321748819968
1336,1949,601,704113298707505153
1337,3062,974,704054845121142784
1338,1937,498,703774238772166656
1339,3458,1209,703769065844768768
1340,2725,734,703631701117943808
1341,4057,1618,703611486317502464
1342,3987,1469,703425003149250560
1343,2572,739,703407252292673536
1344,3682,1212,703382836347330562
1345,2009,413,703356393781329922
1346,2065,583,703268521220972544
1347,7758,3311,703079050210877440
1348,27691,13397,703041949650034688
1349,2718,772,702932127499816960
1351,3376,1152,702684942141153280
1352,2308,600,702671118226825216
1353,10856,3490,702598099714314240
1354,3022,1019,702539513671897089
1356,3444,1100,702321140488925184
1357,2602,814,702276748847800320
1358,5046,1428,702217446468493312
1359,3618,1059,701981390485725185
1360,4003,1090,701952816642965504
1361,3740,1471,701889187134500865
1363,2194,487,701601587219795968
1364,2965,1000,701570477911896070
1365,2792,654,701545186879471618
1366,12829,5460,701214700881756160
1367,2333,615,700890391244103680
1368,2724,654,700864154249383937
1369,2553,534,700847567345688576
1370,2562,1026,700796979434098688
1371,23996,9994,700747788515020802
1372,2776,854,700518061187723268
1373,2396,609,700505138482569216
1374,4346,1921,700462010979500032
1375,2781,797,700167517596164096
1376,2355,706,700151421916807169
1377,7920,2935,700143752053182464
1378,2783,743,700062718104104960
1379,2175,625,700029284593901568
1380,3479,1439,700002074055016451
1381,3212,1023,699801817392291840
1382,2357,530,699788877217865730
1383,2915,1327,699779630832685056
1384,2060,646,699775878809702401
1385,10778,4904,699691744225525762
1386,6244,2791,699446877801091073
1387,2279,542,699434518667751424
1388,1445,353,699423671849451520
1389,2175,660,699413908797464576
1390,1979,467,699370870310113280
1391,3322,920,699323444782047232
1392,2355,670,699088579889332224
1393,2577,700,699079609774645248
1394,3159,1265,699072405256409088
1396,2740,1275,699036661657767936
1397,3553,1049,698989035503689728
1398,2842,964,698953797952008193
1399,2664,663,698907974262222848
1400,2603,727,698710712454139905
1401,1525,406,698703483621523456
1402,1351,364,698635131305795584
1403,2441,660,698549713696649216
1404,1969,484,698355670425473025
1405,2380,1009,698342080612007937
1406,4993,2139,698262614669991936
1407,17604,6364,698195409219559425
1408,2947,790,698178924120031232
1409,1603,355,697995514407682048
1410,3459,1384,697990423684476929
1411,2521,734,697943111201378304
1412,3171,1272,697881462549430272
1414,3326,1082,697616773278015490
1415,3189,1350,697596423848730625
1416,2145,537,697575480820686848
1418,2543,721,697482927769255936
1419,3583,1473,697463031882764288
1420,4913,1986,697270446429966336
1421,3452,1065,697259378236399616
1422,3173,1237,697255105972801536
1423,2642,710,697242256848379904
1424,3353,1094,696900204696625153
1425,2457,721,696894894812565505
1426,5085,1915,696886256886657024
1427,2558,761,696877980375769088
1428,1548,380,696754882863349760
1430,2493,689,696713835009417216
1433,2667,1101,696488710901260288
1434,3379,1215,696405997980676096
1436,3161,1246,695816827381944320
1437,3350,836,695794761660297217
1438,1967,797,695767669421768709
1439,4804,2239,695629776980148225
1440,4589,1937,695446424020918272
1441,9081,3814,695409464418041856
1442,3822,1570,695314793360662529
1443,2784,656,695095422348574720
1444,2990,1182,695074328191332352
1445,1691,641,695064344191721472
1446,2801,840,695051054296211456
1448,2895,999,694905863685980160
1449,37536,15441,694669722378485760
1450,1587,310,694356675654983680
1451,2140,664,694352839993344000
1453,2107,537,694329668942569472
1454,4403,2168,694206574471057408
1455,3095,995,694183373896572928
1456,3567,1104,694001791655137281
1458,1820,395,693942351086120961
1459,2840,634,693647888581312512
1461,2664,445,693642232151285760
1462,2579,854,693629975228977152
1463,1626,396,693622659251335168
1464,5324,2111,693590843962331137
1466,1873,674,693486665285931008
1467,3537,1324,693280720173801472
1469,2347,535,693262851218264065
1470,3013,785,693231807727280129
1471,8286,3416,693155686491000832
1472,1809,656,693109034023534592
1473,1971,492,693095443459342336
1474,2811,798,692919143163629568
1475,2561,937,692905862751522816
1476,1880,648,692901601640583168
1477,2394,866,692894228850999298
1478,3026,941,692828166163931137
1479,7176,3876,692752401762250755
1480,4566,1646,692568918515392513
1481,3359,1451,692535307825213440
1482,1937,447,692530551048294401
1484,9807,3710,692417313023332352
1485,2648,875,692187005137076224
1486,2259,848,692158366030913536
1487,1725,420,692142790915014657
1489,3013,1019,692017291282812928
1490,4153,1771,691820333922455552
1492,3041,1091,691756958957883396
1493,2043,543,691675652215414786
1494,2496,604,691483041324204033
1495,4271,1233,691459709405118465
1496,2785,904,691444869282295808
1497,20319,8179,691416866452082688
1498,2703,705,691321916024623104
1499,3115,949,691096613310316544
1500,1799,359,691090071332753408
1502,3775,1343,690959652130045952
1503,4345,2128,690938899477221376
1504,3452,1092,690932576555528194
1505,3981,1369,690735892932222976
1506,2284,553,690728923253055490
1507,2444,854,690690673629138944
1508,1378,299,690649993829576704
1510,2066,645,690597161306841088
1511,1973,485,690400367696297985
1512,3433,919,690374419777196032
1513,2776,953,690360449368465409
1515,1769,439,690248561355657216
1516,2940,1106,690021994562220032
1517,2650,791,690015576308211712
1518,3859,1805,690005060500217858
1519,1501,399,689999384604450816
1521,1441,477,689977555533848577
1522,2560,741,689905486972461056
1523,3181,1267,689877686181715968
1524,2271,806,689835978131935233
1525,3362,994,689661964914655233
1526,10898,4147,689659372465688576
1527,2351,688,689623661272240129
1528,12217,5915,689599056876867584
1529,2159,493,689557536375177216
1530,3572,1529,689517482558820352
1531,2371,999,689289219123089408
1532,3453,1183,689283819090870273
1533,2101,769,689280876073582592
1534,1218,263,689275259254616065
1536,3227,1073,689154315265683456
1537,2127,550,689143371370250240
1538,2874,932,688916208532455424
1539,2224,826,688908934925697024
1540,2215,844,688898160958271489
1541,2351,742,688894073864884227
1542,1457,398,688828561667567616
1543,1008,208,688804835492233216
1544,2337,712,688789766343622656
1545,2747,755,688547210804498433
1546,2435,786,688519176466644993
1547,9770,4760,688385280030670848
1548,2343,893,688211956440801280
1549,2221,627,688179443353796608
1550,2973,837,688116655151435777
1551,1818,385,688064179421470721
1553,2871,1205,687826841265172480
1554,2635,1014,687818504314159109
1555,2519,752,687807801670897665
1557,2564,895,687704180304273409
1558,2040,546,687664829264453632
1559,2017,613,687494652870668288
1560,1684,260,687480748861947905
1561,2078,571,687476254459715584
1562,2156,582,687460506001633280
1564,21139,9780,687317306314240000
1565,4589,2029,687312378585812992
1566,5751,2452,687127927494963200
1567,2277,541,687124485711986689
1568,6120,2635,687109925361856513
1569,2462,1061,687102708889812993
1570,2362,648,687096057537363968
1571,9058,3403,686947101016735744
1573,3653,1560,686749460672679938
1574,4370,1283,686730991906516992
1575,2957,860,686683045143953408
1576,3882,1454,686618349602762752
1577,1996,583,686606069955735556
1579,3430,940,686386521809772549
1580,2337,601,686377065986265092
1581,2313,728,686358356425093120
1583,2322,780,686050296934563840
1585,3282,1244,686034024800862208
1586,2609,449,686007916130873345
1587,1918,677,686003207160610816
1588,2222,562,685973236358713344
1589,1717,644,685943807276412928
1590,7914,3120,685906723014619143
1592,2462,615,685667379192414208
1593,3423,1570,685663452032069632
1594,3089,834,685641971164143616
1595,34676,16790,685547936038666240
1596,3198,1234,685532292383666176
1597,9971,4271,685325112850124800
1598,2784,687,685321586178670592
1599,3525,1157,685315239903100929
1600,2176,471,685307451701334016
1601,3251,1295,685268753634967552
1602,2458,714,685198997565345792
1603,4314,1524,685169283572338688
1605,7173,3354,684959798585110529
1606,3384,1118,684940049151070208
1607,3682,500,684926975086034944
1608,3687,1567,684914660081053696
1609,1980,569,684902183876321280
1610,2210,878,684880619965411328
1612,2849,1067,684800227459624960
1613,9408,3792,684594889858887680
1615,3162,1320,684567543613382656
1616,2785,1024,684538444857667585
1617,4068,1251,684481074559381504
1618,2082,594,684460069371654144
1619,8572,3544,684241637099323392
1620,1300,228,684225744407494656
1621,4044,1475,684222868335505415
1622,2276,1106,684200372118904832
1623,2016,559,684195085588783105
1624,3659,1255,684188786104872960
1625,2119,722,684177701129875456
1627,2096,510,684122891630342144
1628,4328,1543,684097758874210310
1629,3997,1196,683857920510050305
1630,2027,376,683852578183077888
1631,2755,1050,683849932751646720
1632,2762,1191,683834909291606017
1633,2942,1135,683828599284170753
1634,3520,1453,683773439333797890
1635,6844,3561,683742671509258241
1637,3340,1029,683498322573824003
1638,2773,1065,683481228088049664
1639,2556,716,683462770029932544
1640,4104,1724,683449695444799489
1641,8005,2561,683391852557561860
1642,3087,1001,683357973142474752
1643,3035,1112,683142553609318400
1644,3573,977,683111407806746624
1645,2281,706,683098815881154561
1646,2087,601,683078886620553216
1647,2267,784,683030066213818368
1648,38859,17890,682962037429899265
1650,2598,1196,682788441537560576
1651,1604,467,682750546109968385
1652,1377,385,682697186228989953
1653,3203,1161,682662431982772225
1654,2163,645,682638830361513985
1655,3608,1249,682429480204398592
1656,7982,1890,682406705142087680
1657,2356,733,682393905736888321
1658,1754,503,682389078323662849
1659,3241,1072,682303737705140231
1660,4381,1301,682259524040966145
1661,3418,1269,682242692827447297
1663,5212,1812,682059653698686977
1664,3375,1033,682047327939461121
1665,6921,2156,682032003584274432
1666,3307,1641,682003177596559360
1667,2931,1105,681981167097122816
1668,2593,886,681891461017812993
1669,13423,4338,681694085539872773
1670,1851,479,681679526984871937
1671,2777,993,681654059175129088
1672,2009,508,681610798867845120
1673,3718,1396,681579835668455424
1674,15050,6232,681523177663676416
1676,9759,4355,681339448655802368
1677,2787,809,681320187870711809
1678,4140,1961,681302363064414209
1679,3357,1028,681297372102656000
1680,3383,1180,681281657291280384
1681,1528,294,681261549936340994
1682,1572,577,681242418453299201
1683,2517,517,681231109724700672
1684,3898,1600,681193455364796417
1685,2552,714,680970795137544192
1686,4786,2138,680959110691590145
1687,3380,1131,680940246314430465
1688,2184,471,680934982542561280
1689,2509,663,680913438424612864
1690,1855,393,680889648562991104
1691,3629,1425,680836378243002368
1693,2488,887,680801747103793152
1694,3000,1119,680798457301471234
1695,2769,764,680609293079592961
1696,3807,1441,680583894916304897
1697,4442,2049,680497766108381184
1698,1799,517,680494726643068929
1699,2673,800,680473011644985345
1700,1524,540,680440374763077632
1701,1521,308,680221482581123072
1702,2982,1259,680206703334408192
1703,2254,540,680191257256136705
1704,4095,1682,680176173301628928
1705,2433,786,680161097740095489
1706,3800,1868,680145970311643136
1707,2398,1017,680130881361686529
1708,2844,972,680115823365742593
1709,3747,1461,680100725817409536
1710,13425,9549,680085611152338944
1711,2702,938,680070545539371008
1712,17526,7614,680055455951884288
1713,2066,690,679877062409191424
1715,2577,667,679862121895714818
1716,3007,1316,679854723806179328
1717,2487,818,679844490799091713
1718,38013,15027,679828447187857408
1719,3228,1193,679777920601223168
1720,2186,848,679736210798047232
1721,2264,876,679729593985699840
1722,1735,501,679722016581222400
1723,4990,2216,679530280114372609
1724,2772,772,679527802031484928
1725,3527,1361,679511351870550016
1726,3301,1584,679503373272485890
1727,2195,685,679475951516934144
1728,33243,20152,679462823135686656
1730,22487,8660,679158373988876288
1731,2896,1101,679148763231985668
1732,3106,1235,679132435750195208
1733,6230,2731,679111216690831360
1734,17857,8770,679062614270468097
1735,2355,728,679047485189439488
1737,2435,1256,678991772295516161
1738,1718,494,678969228704284672
1739,2695,961,678800283649069056
1740,3638,1266,678798276842360832
1741,2929,983,678774928607469569
1742,3697,1460,678767140346941444
1743,1710,508,678764513869611008
1744,7466,3527,678755239630127104
1745,3928,1813,678740035362037760
1747,3005,1579,678675843183484930
1748,2146,453,678643457146150913
1749,4180,1668,678446151570427904
1750,5652,2702,678424312106393600
1751,4422,1946,678410210315247616
1752,82486,33864,678399652199309312
1753,1661,448,678396796259975168
1754,1953,449,678389028614488064
1755,2552,967,678380236862578688
1756,1800,572,678341075375947776
1757,1359,279,678334497360859136
1758,11960,6474,678278586130948096
1759,1649,396,678255464182861824
1761,14361,6779,678021115718029313
1763,1405,436,677918531514703872
1764,5039,2239,677895101218201600
1765,3183,1027,677716515794329600
1766,3541,1532,677700003327029250
1767,1280,339,677698403548192770
1768,2581,895,677687604918272002
1769,3482,1594,677673981332312066
1770,2033,1039,677662372920729601
1771,1953,845,677644091929329666
1772,2231,769,677573743309385728
1773,1349,483,677565715327688705
1774,2541,1234,677557565589463040
1775,7211,3866,677547928504967168
1776,1118,240,677530072887205888
1778,1416,313,677334615166730240
1779,1139,250,677331501395156992
1780,3779,1587,677328882937298944
1781,1711,568,677314812125323265
1782,1292,435,677301033169788928
1783,2075,746,677269281705472000
1784,3687,1739,677228873407442944
1785,2840,978,677187300187611136
1786,2890,1134,676975532580409345
1787,2300,855,676957860086095872
1788,1352,422,676949632774234114
1789,2261,923,676948236477857792
1790,1773,400,676946864479084545
1791,2153,804,676942428000112642
1792,13197,5199,676936541936185344
1794,2343,763,676897532954456065
1795,2183,752,676864501615042560
1796,23953,16539,676821958043033607
1797,1869,703,676819651066732545
1798,1468,446,676811746707918848
1799,5185,2118,676776431406465024
1800,3008,1041,676617503762681856
1801,1131,206,676613908052996102
1802,1956,465,676606785097199616
1803,1214,409,676603393314578432
1806,2421,845,676588346097852417
1807,1254,296,676582956622721024
1808,2689,1185,676575501977128964
1809,1950,591,676533798876651520
1810,1577,566,676496375194980353
1811,12034,4935,676470639084101634
1812,1784,702,676440007570247681
1813,1448,364,676430933382295552
1814,2154,580,676263575653122048
1815,1269,309,676237365392908289
1816,77583,32728,676219687039057920
1817,1797,619,676215927814406144
1818,2364,1083,676191832485810177
1819,1987,703,676146341966438401
1821,2912,1223,676101918813499392
1822,3116,1517,676098748976615425
1823,1363,452,676089483918516224
1824,1698,602,675898130735476737
1825,2206,917,675891555769696257
1826,2462,1009,675888385639251968
1827,4324,1471,675878199931371520
1828,1699,600,675870721063669760
1829,2782,1364,675853064436391936
1831,2367,935,675845657354215424
1832,1580,562,675822767435051008
1833,1086,242,675820929667219457
1834,10601,3567,675798442703122432
1835,1677,498,675781562965868544
1836,1210,366,675740360753160193
1837,1953,868,675710890956750848
1838,2050,730,675707330206547968
1839,670,103,675706639471788032
1840,1879,438,675534494439489536
1841,1223,404,675531475945709568
1842,1077,300,675522403582218240
1843,1349,481,675517828909424640
1844,17682,6104,675501075957489664
1845,3243,1360,675497103322386432
1846,1345,624,675489971617296384
1847,1909,1019,675483430902214656
1848,1575,597,675432746517426176
1849,1752,531,675372240448454658
1850,1081,239,675362609739206656
1851,33820,18030,675354435921575936
1852,4035,2373,675349384339542016
1853,2867,1358,675334060156301312
1854,3726,1690,675166823650848770
1855,6483,2736,675153376133427200
1856,3858,1765,675149409102012420
1857,975,253,675147105808306176
1858,1235,328,675146535592706048
1859,2201,947,675145476954566656
1860,1339,516,675135153782571009
1861,2008,816,675113801096802304
1862,991,265,675111688094527488
1863,2882,1189,675109292475830276
1864,1092,342,675047298674663426
1865,2797,1256,675015141583413248
1866,1012,236,675006312288268288
1867,1599,495,675003128568291329
1868,2317,1147,674999807681908736
1869,883,370,674805413498527744
1870,3086,895,674800520222154752
1871,2575,1137,674793399141146624
1872,1136,263,674790488185167872
1873,836,218,674788554665512960
1874,2061,1260,674781762103414784
1875,1155,496,674774481756377088
1876,1878,829,674767892831932416
1877,805,248,674764817387900928
1878,1400,468,674754018082705410
1879,1503,486,674752233200820224
1880,1443,578,674743008475090944
1882,1142,412,674739953134403584
1883,666,96,674737130913071104
1884,1179,487,674690135443775488
1885,1658,681,674670581682434048
1886,948,264,674664755118911488
1887,1478,524,674646392044941312
1888,1058,281,674644256330530816
1889,1726,605,674638615994089473
1890,1544,603,674632714662858753
1892,6389,2149,674468880899788800
1893,1091,372,674447403907457024
1894,1143,412,674436901579923456
1895,1473,556,674422304705744896
1896,699,146,674416750885273600
1897,1228,485,674410619106390016
1898,1538,596,674394782723014656
1899,868,323,674372068062928900
1901,1449,535,674318007229923329
1903,15111,6145,674291837063053312
1904,1604,757,674271431610523648
1905,922,235,674269164442398721
1906,1679,886,674265582246694913
1907,1340,473,674262580978937856
1908,1510,582,674255168825880576
1909,776,177,674082852460433408
1910,1005,299,674075285688614912
1911,6519,2308,674063288070742018
1912,3404,1350,674053186244734976
1913,1475,502,674051556661161984
1914,1454,663,674045139690631169
1915,740,134,674042553264685056
1916,1128,425,674038233588723717
1917,863,223,674036086168010753
1918,1828,1276,674024893172875264
1919,1156,312,674019345211760640
1920,1599,672,674014384960745472
1921,1229,368,674008982932058114
1922,1992,1001,673956914389192708
1923,1195,382,673919437611909120
1924,3269,1682,673906403526995968
1925,954,260,673887867907739649
1927,3618,2165,673715861853720576
1928,1058,306,673711475735838725
1929,865,284,673709992831262724
1930,1102,300,673708611235921920
1931,1119,405,673707060090052608
1932,1283,413,673705679337693185
1933,1471,594,673700254269775872
1934,3884,2035,673697980713705472
1935,1777,673,673689733134946305
1936,1286,515,673688752737402881
1937,1475,454,673686845050527744
1938,1400,484,673680198160809984
1939,1279,373,673662677122719744
1940,732,252,673656262056419329
1941,1137,373,673636718965334016
1942,1619,745,673612854080196609
1943,1219,380,673583129559498752
1944,851,276,673580926094458881
1945,1413,582,673576835670777856
1946,1046,317,673363615379013632
1947,1483,694,673359818736984064
1948,1521,604,673355879178194945
1949,1687,556,673352124999274496
1950,758,221,673350198937153538
1951,2583,1325,673345638550134785
1952,993,280,673343217010679808
1953,1301,609,673342308415348736
1954,13743,8232,673320132811366400
1955,886,269,673317986296586240
1956,7668,3273,673295268553605120
1957,1084,383,673270968295534593
1958,1447,756,673240798075449344
1959,2299,877,673213039743795200
1960,1730,650,673148804208660480
1961,2007,744,672997845381865473
1962,975,307,672995267319328768
1963,1000,302,672988786805112832
1964,1279,562,672984142909456390
1965,1847,1035,672980819271634944
1966,1723,943,672975131468300288
1967,968,367,672970152493887488
1968,1339,563,672968025906282496
1969,1449,661,672964561327235073
1970,1391,520,672902681409806336
1971,918,437,672898206762672129
1972,1584,855,672884426393653248
1973,1054,381,672877615439593473
1974,1340,588,672834301050937345
1975,1277,506,672828477930868736
1976,991,332,672640509974827008
1977,1321,511,672622327801233409
1978,1246,602,672614745925664768
1979,1139,400,672609152938721280
1980,1137,413,672604026190569472
1981,1353,624,672594978741354496
1982,971,344,672591762242805761
1983,745,190,672591271085670400
1984,1049,379,672538107540070400
1985,656,178,672523490734551040
1986,1138,450,672488522314567680
1987,1159,624,672482722825261057
1988,729,128,672481316919734272
1989,1461,719,672475084225949696
1990,1376,555,672466075045466113
1991,6574,3494,672272411274932228
1992,1530,633,672267570918129665
1993,1168,348,672264251789176834
1994,2868,1603,672256522047614977
1995,1460,765,672254177670729728
1996,1755,628,672248013293752320
1997,703,162,672245253877968896
1998,911,330,672239279297454080
1999,1869,1042,672231046314901505
2000,800,216,672222792075620352
2001,2304,1189,672205392827572224
2002,1041,379,672169685991993344
2003,884,369,672160042234327040
2004,1781,738,672139350159835138
2005,2456,1176,672125275208069120
2006,1015,377,672095186491711488
2007,959,376,672082170312290304
2008,1318,530,672068090318987265
2009,8620,4282,671896809300709376
2010,1356,584,671891728106971137
2011,3530,1415,671882082306625538
2012,1448,704,671879137494245376
2013,1269,576,671874878652489728
2014,1145,516,671866342182637568
2015,924,463,671855973984772097
2016,7182,3592,671789708968640512
2017,1216,540,671768281401958400
2018,1716,950,671763349865160704
2019,1368,794,671744970634719232
2020,753,238,671743150407421952
2021,1476,778,671735591348891648
2022,8652,4486,671729906628341761
2023,13056,7443,671561002136281088
2025,1375,613,671547767500775424
2026,2024,1078,671544874165002241
2027,1110,582,671542985629241344
2028,942,406,671538301157904385
2029,1202,420,671536543010570240
2030,1036,594,671533943490011136
2031,853,265,671528761649688577
2032,1420,540,671520732782923777
2033,969,301,671518598289059840
2034,1635,746,671511350426865664
2035,7165,3645,671504605491109889
2036,932,459,671497587707535361
2037,1032,482,671488513339211776
2038,591,212,671486386088865792
2039,777,238,671485057807351808
2040,1447,752,671390180817915904
2041,1131,301,671362598324076544
2042,406,150,671357843010908160
2043,488,116,671355857343524864
2044,981,440,671347597085433856
2045,752,218,671186162933985280
2046,1150,354,671182547775299584
2047,891,360,671166507850801152
2048,1691,1137,671163268581498880
2049,384,84,671159727754231808
2050,735,225,671154572044468225
2051,684,159,671151324042559489
2052,689,233,671147085991960577
2053,1189,672,671141549288370177
2054,948,417,671138694582165504
2055,764,199,671134062904504320
2056,3563,2598,671122204919246848
2057,1386,795,671115716440031232
2058,1167,453,671109016219725825
2059,1126,301,670995969505435648
2060,25011,8992,670842764863651840
2061,608,199,670840546554966016
2062,1137,717,670838202509447168
2063,460,128,670833812859932673
2064,750,225,670832455012716544
2065,5657,4177,670826280409919488
2066,794,197,670823764196741120
2067,625,99,670822709593571328
2068,3234,1583,670815497391357952
2069,1154,277,670811965569282048
2070,1175,504,670807719151067136
2071,2004,985,670804601705242624
2072,348,89,670803562457407488
2073,749,243,670797304698376195
2074,850,285,670792680469889025
2075,675,247,670789397210615808
2076,612,206,670786190031921152
2077,833,406,670783437142401025
2078,1597,796,670782429121134593
2079,798,297,670780561024270336
2080,334,74,670778058496974848
2081,1093,436,670764103623966721
2082,451,114,670755717859713024
2083,979,525,670733412878163972
2084,845,371,670727704916926465
2085,1233,510,670717338665226240
2086,779,383,670704688707301377
2087,601,250,670691627984359425
2088,764,291,670679630144274432
2089,255,44,670676092097810432
2090,10916,5196,670668383499735048
2091,1561,785,670474236058800128
2092,357,87,670468609693655041
2093,982,568,670465786746662913
2094,560,213,670452855871037440
2095,1214,689,670449342516494336
2096,6837,2036,670444955656130560
2097,653,203,670442337873600512
2098,1072,531,670435821946826752
2099,1427,664,670434127938719744
2100,333,117,670433248821026816
2101,1413,651,670428280563085312
2102,526,169,670427002554466305
2103,1337,653,670421925039075328
2104,636,327,670420569653809152
2105,577,328,670417414769758208
2106,2063,925,670411370698022913
2107,567,231,670408998013820928
2108,441,162,670403879788544000
2109,572,219,670385711116361728
2110,758,277,670374371102445568
2111,336,69,670361874861563904
2112,435,114,670338931251150849
2113,3928,1261,670319130621435904
2114,434,139,670303360680108032
2115,722,296,670290420111441920
2116,1043,347,670093938074779648
2117,711,262,670086499208155136
2118,2256,1279,670079681849372674
2119,1595,813,670073503555706880
2120,643,251,670069087419133954
2121,781,353,670061506722140161
2122,683,340,670055038660800512
2123,657,181,670046952931721218
2124,769,115,670040295598354432
2125,598,286,670037189829525505
2126,342,96,670003130994700288
2127,330,87,669993076832759809
2128,455,168,669972011175813120
2129,309,62,669970042633789440
2130,518,171,669942763794931712
2131,385,108,669926384437997569
2132,242,59,669923323644657664
2133,829,414,669753178989142016
2134,274,67,669749430875258880
2136,396,114,669683899023405056
2137,360,136,669682095984410625
2138,681,299,669680153564442624
2139,822,454,669661792646373376
2140,3593,1863,669625907762618368
2141,958,374,669603084620980224
2142,521,154,669597912108789760
2143,1513,954,669583744538451968
2144,443,146,669573570759163904
2145,1614,1048,669571471778410496
2146,240,58,669567591774625800
2147,392,128,669564461267722241
2148,375,79,669393256313184256
2149,1361,751,669375718304980992
2150,505,186,669371483794317312
2151,472,163,669367896104181761
2152,636,236,669363888236994561
2153,375,127,669359674819481600
2154,2756,1304,669354382627049472
2155,659,266,669353438988365824
2156,449,193,669351434509529089
2157,1028,428,669328503091937280
2158,585,119,669327207240699904
2159,504,214,669324657376567296
2160,1206,414,669216679721873412
2161,447,175,669214165781868544
2162,1021,492,669203728096960512
2163,673,321,669037058363662336
2164,756,384,669015743032369152
2165,589,258,669006782128353280
2166,21233,6553,669000397445533696
2167,450,239,668994913074286592
2168,755,356,668992363537309700
2169,696,338,668989615043424256
2170,914,487,668988183816871936
2171,565,173,668986018524233728
2172,548,317,668981893510119424
2173,806,356,668979806671884288
2174,1329,599,668975677807423489
2176,719,245,668960084974809088
2177,286,74,668955713004314625
2178,272,59,668932921458302977
2179,324,103,668902994700836864
2180,402,155,668892474547511297
2181,539,308,668872652652679168
2182,461,171,668852170888998912
2183,443,141,668826086256599040
2184,583,278,668815180734689280
2185,715,382,668779399630725120
2186,541,223,668655139528511488
2187,912,552,668645506898350081
