,likes,retweets,tweet_id
407,19309,6990,822489057087389700
408,30277,15990,822462944365645825
409,37252,10740,822244816520155136
411,12095,2556,821886076407029760
413,8961,1819,821765923262631936
414,8539,1933,821522889702862852
416,12525,4746,821407182352777218
418,9280,2198,821149554670182400
419,10210,2324,821107785811234820
420,13493,2501,821044531881721856
422,33594,10820,820749716845686786
423,12993,3526,820690176645140481
426,3549,620,820314633777061888
427,21115,6871,820078625395449857
429,5665,1296,819952236453363712
430,13706,5288,819924195358416896
431,14352,3428,819711362133872643
432,10192,2151,819588359383371776
433,7699,1323,819347104292290561
435,24615,7319,819227688460238848
438,48130,20698,819006400881917954
439,92104,40129,819004803107983360
441,23651,8143,818627210458333184
442,10524,2826,818614493328580609
444,11634,2710,818536468981415936
446,11770,2504,818259473185828864
447,13106,2839,818145370475810820
449,55332,29726,817827839487737858
450,11416,2928,817777686764523521
451,12594,3322,817536400337801217
453,36513,16385,817423860136083457
454,5988,1055,817415592588222464
456,9316,2200,817171292965273600
457,12994,2872,817120970343411712
458,9155,1811,817056546584727552
460,10680,2230,816816676327063552
461,10470,2425,816697700272001025
462,32642,8888,816450570814898180
463,9179,2145,816336735214911488
464,9533,2364,816091915477250048
467,5340,1143,815990720817401858
468,23982,9309,815966073409433600
470,10521,2493,815736392542261248
471,8779,1802,815639385530101762
472,11067,4175,815390420867969024
473,8159,1420,814986499976527872
474,12049,2969,814638523311648768
476,9267,2034,814530161257443328
477,30772,9533,814153002265309185
479,9942,2065,813910438903693312
480,38873,15363,813812741911748608
481,8922,1925,813800681631023104
482,19986,8008,813217897535406080
483,9816,1970,813202720496779264
484,21213,4794,813187593374461952
485,9978,2100,813172488309972993
486,8292,2434,813157409116065792
487,9007,2589,813142292504645637
489,12687,3436,813127251579564032
490,11042,3024,813112105746448384
491,11265,3957,813096984823349248
492,10563,3040,813081950185472002
493,8516,2138,813066809284972545
494,22439,8048,813051746834595840
495,8107,2097,812781120811126785
497,7094,1569,812709060537683968
498,6501,1343,812503143955202048
499,8554,2116,812466873996607488
500,14670,4025,812372279581671427
501,7776,1544,811985624773361665
502,8077,1767,811744202451197953
504,13693,3434,811627233043480576
505,22381,7026,811386762094317568
506,5703,1577,810984652412424192
507,9692,1963,810896069567610880
508,11745,2909,810657578271330305
509,37949,12530,810284430598270976
510,15737,3685,810254108431155201
511,16598,4289,809920764300447744
513,7423,1613,809448704142938112
514,21357,6172,809220051211603969
515,14164,3853,809084759137812480
516,10831,3341,808838249661788160
517,8470,2386,808733504066486276
518,12093,2862,808501579447930884
521,9352,2412,808106460588765185
522,13478,3887,808001312164028416
523,15618,4046,807621403335917568
524,127306,61102,807106840509214720
526,13980,4210,807010152071229440
527,80527,38331,806629075125202948
530,10952,2603,806542213899489280
532,6883,1315,806219024703037440
534,8874,2104,805932879469572096
535,7057,2014,805826884734976000
537,6145,1812,805520635690676224
538,9398,2790,805487436403003392
539,8364,1876,805207613751304193
540,14724,4236,804738756058218496
543,47862,17845,804026241225523202
544,10767,3047,803773340896923648
546,11788,4550,803638050916102144
547,8315,2044,803380650405482500
549,10757,2718,803276597545603072
550,9694,2209,802952499103731712
553,9588,2751,802572683846291456
554,17428,6420,802323869084381190
555,7079,1500,802265048156610565
556,9743,2866,802239329049477120
558,8277,1882,801958328846974976
560,8804,2261,801538201127157760
561,6495,919,801285448605831168
562,26317,6547,801167903437357056
564,8675,2300,801115127852503040
567,11267,3050,800751577355128832
568,14109,3312,800513324630806528
569,10157,2383,800459316964663297
571,11969,3092,800388270626521089
573,16431,2825,800141422401830912
574,30472,14508,800018252395122689
576,9031,2382,799757965289017345
577,8642,2109,799422933579902976
579,10648,3052,799297110730567681
580,8695,2712,799063482566066176
581,14130,4934,798933969379225600
582,7990,1582,798925684722855936
596,11145,2819,798209839306514432
597,12510,3458,797971864723324932
598,15575,5354,797545162159308800
599,21459,7305,797236660651966464
602,8245,2097,796865951799083009
603,12750,3364,796759840936919040
605,8141,1943,796484825502875648
606,11821,4589,796387464403357696
608,34762,15781,796149749086875649
610,9768,2669,796116448414461957
611,9082,2560,796080075804475393
612,11601,4054,796031486298386433
613,53511,26251,795464331001561088
614,10847,3160,795400264262053889
615,17432,5983,795076730285391872
617,11048,2540,794926597468000259
619,10284,2917,794332329137291264
620,9872,3644,794205286408003585
621,18071,5393,793962221541933056
622,9884,2064,793845145112371200
624,8563,1803,793601777308463104
625,11490,2621,793500921481273345
626,26439,10141,793286476301799424
627,9288,2604,793271401113350145
628,21473,9181,793256262322548741
629,11297,3608,793241302385262592
630,10579,3151,793226087023144960
631,9602,3103,793210959003287553
632,16407,6190,793195938047070209
633,7433,2189,793180763617361921
634,10103,3063,793165685325201412
635,6629,1880,793150605191548928
636,6959,2752,793135492858580992
637,13644,4308,793120401413079041
638,15399,4424,792913359805018113
639,12155,4710,792883833364439040
640,7887,1851,792773781206999040
641,14459,4716,792394556390137856
642,7701,1979,792050063153438720
647,12619,3434,791672322847637504
648,14082,4532,791406955684368384
649,9432,2800,791312159183634433
651,10616,2355,790987426131050500
652,17839,5167,790946055508652032
654,8795,2100,790698755171364864
655,22196,7906,790581949425475584
656,8398,2057,790337589677002753
657,13463,3503,790277117346975746
659,9930,2549,789986466051088384
662,8077,1962,789628658055020548
663,7261,2132,789599242079838210
664,12636,3705,789530877013393408
667,9783,2834,789268448748703744
668,10411,3073,789137962068021249
669,29410,13619,788908386943430656
670,29446,11333,788765914992902144
672,16735,5833,788412144018661376
673,7764,2330,788178268662984705
674,6605,1432,788150585577050112
676,6589,1453,788039637453406209
677,9306,3355,787810552592695296
678,10964,3057,787717603741622272
679,11642,3117,787397959788929025
680,8361,1915,787322443945877504
682,28520,8778,786963064373534720
684,19497,6693,786709082849828864
685,11429,2816,786664955043049472
686,10093,3403,786595970293370880
687,11697,3853,786363235746385920
689,16424,5246,786233965241827333
692,12172,3473,785927819176054784
693,7166,2004,785872687017132033
694,8369,2434,785639753186217984
695,9760,2198,785533386513321988
697,7785,1795,785264754247995392
698,12967,5339,785170936622350336
699,10862,3545,784826020293709826
700,9612,2784,784517518371221505
701,6098,1407,784431430411685888
704,32175,11856,783839966405230592
705,7877,2149,783821107061198850
706,11187,3537,783695101801398276
707,9041,2473,783466772167098368
708,18042,6040,783391753726550016
710,31280,12845,783334639985389568
711,8709,2437,783085703974514689
712,25805,8066,782969140009107456
713,7991,1528,782747134529531904
714,18490,5917,782722598790725632
715,8316,2053,782598640137187329
716,17839,6110,782305867769217024
718,11887,3685,781955203444699136
719,11167,2971,781661882474196992
721,22197,6072,781524693396357120
723,9022,2302,781251288990355457
724,10443,2993,781163403222056960
725,23139,8040,780931614150983680
726,7692,2187,780858289093574656
727,5892,1420,780800785462489090
728,12921,3646,780601303617732608
729,6745,1900,780543529827336192
732,5650,1172,780459368902959104
733,9307,2449,780192070812196864
736,20309,7764,779834332596887552
737,9428,3403,779377524342161408
739,12617,3981,779123168116150273
740,15807,4949,779056095788752897
741,21402,7953,778990705243029504
744,7371,1453,778748913645780993
745,6163,1631,778650543019483137
746,4969,1103,778624900596654080
747,14590,4753,778408200802557953
749,6230,1206,778383385161035776
750,11103,3612,778286810187399168
751,9050,2882,778039087836069888
752,7002,1774,778027034220126208
754,6790,1792,777885040357281792
755,11989,3217,777684233540206592
757,9366,2721,777621514455814149
758,15290,4736,777189768882946048
760,5205,1321,776813020089548800
761,9440,3057,776477788987613185
763,32007,17433,776218204058357768
764,10242,2755,776201521193218049
765,12533,4752,776113305656188928
766,1955,166,776088319444877312
768,12500,2923,775842724423557120
769,14772,4376,775733305207554048
770,13782,4982,775729183532220416
771,7917,3245,775364825476165632
773,16571,5158,775085132600442880
774,9114,1933,774757898236878852
775,7168,1891,774639387460112384
776,23197,6085,774314403806253056
777,11453,4230,773985732834758656
778,6819,1887,773922284943896577
779,7034,1779,773704687002451968
780,5669,1412,773670353721753600
781,23533,6720,773547596996571136
783,24748,8144,773308824254029826
784,10041,3497,773247561583001600
785,10640,4480,773191612633579521
786,9140,4220,772877495989305348
787,8510,2537,772826264096874500
789,6891,1842,772581559778025472
790,6403,1505,772193107915964416
791,4027,1221,772152991789019136
792,3996,800,772117678702071809
793,2889,515,772114945936949249
794,4266,1008,772102971039580160
796,12780,3703,771770456517009408
797,8817,2860,771500966810099713
798,11201,5549,771380798096281600
800,9781,3193,771136648247640064
801,6642,1562,771102124360998913
802,7317,1801,771014301343748096
804,5278,1326,770787852854652928
805,5532,1536,770772759874076672
806,7798,1893,770655142660169732
807,6700,2244,770414278348247044
808,6644,1623,770293558247038976
810,8076,2501,770069151037685760
811,33482,10499,769940425801170949
812,6798,1803,769695466921623552
814,5744,1867,769212283578875904
815,15336,7118,768970937022709760
817,4458,965,768855141948723200
818,4374,1317,768609597686943744
819,5337,1387,768596291618299904
821,14510,3722,768473857036525572
822,11601,3852,768193404517830656
823,5052,1527,767884188863397888
824,17054,5853,767754930266464257
825,7960,2534,767500508068192258
826,13057,4142,767191397493538821
827,10773,3100,767122157629476866
829,5397,1472,766793450729734144
831,4294,859,766693177336135680
832,6398,1736,766423258543644672
833,7211,2044,766313316352462849
835,4550,937,766069199026450432
836,3980,537,766008592277377025
837,7700,2336,765719909049503744
838,5522,1324,765669560888528897
839,28056,3683,765395769549590528
840,7543,2343,765371061932261376
841,12347,3678,765222098633691136
842,6828,1922,764857477905154048
843,6434,1647,764259802650378240
845,13394,4530,763837565564780549
846,5743,1598,763183847194451968
848,7815,2476,763103485927849985
849,12922,3929,762699858130116608
850,11977,7021,762471784394268675
851,10962,4557,762464539388485633
852,5114,1224,762316489655476224
853,33998,16925,762035686371364864
854,5728,2195,761976711479193600
856,4512,934,761745352076779520
857,52622,31487,761672994376806400
858,4382,1271,761599872357261312
860,5526,1571,761334018830917632
861,4740,1189,761292947749015552
862,5636,1685,761227390836215808
863,11999,3760,761004547850530816
864,4051,1055,760893934457552897
865,7018,2093,760656994973933572
866,5257,1403,760641137271070720
867,8041,3933,760539183865880579
869,28447,12449,760290219849637889
870,4181,936,760252756032651264
871,6054,1961,760190180481531904
874,15578,6145,759923798737051648
875,7129,2147,759846353224826880
876,6321,2056,759793422261743616
878,4987,1271,759557299618865152
879,9003,2654,759447681597108224
881,6422,2110,759197388317847553
883,15414,4521,759099523532779520
884,6906,2187,759047813560868866
885,3764,968,758854675097526272
886,11845,4152,758828659922702336
887,6067,1736,758740312047005698
888,4051,1073,758474966123810816
889,5095,2414,758467244762497024
890,5513,2089,758405701903519748
891,3639,1174,758355060040593408
893,2867,405,758041019896193024
894,7297,3526,757741869644341248
896,4813,1318,757725642876129280
897,4835,1213,757611664640446465
899,4607,1145,757596066325864448
900,16056,7400,757400162377592832
901,6184,1893,757393109802180609
902,4779,1543,757354760399941633
903,6638,2147,756998049151549440
904,7060,2176,756939218950160384
905,5371,1417,756651752796094464
906,11014,3911,756526248105566208
907,4185,1175,756303284449767430
908,45323,18904,756288534030475264
909,6815,1646,756275833623502848
910,7772,3126,755955933503782912
911,17434,5821,755206590534418437
912,22481,11982,755110668769038337
914,7281,2733,754856583969079297
915,2734,565,754747087846248448
916,5620,2110,754482103782404096
917,3960,796,754449512966619136
918,8292,2529,754120377874386944
919,6181,2353,753655901052166144
920,8388,3858,753420520834629632
921,6126,2076,753398408988139520
922,8075,2521,753375668877008896
924,3596,1127,753294487569522689
926,4119,1054,753026973505581056
928,7300,1701,752917284578922496
930,6337,1735,752682090207055872
931,4669,1705,752660715232722944
933,7805,3722,752519690950500352
934,4039,1189,752334515931054080
936,6297,1996,752173152931807232
938,5513,1452,751937170840121344
939,6136,2119,751830394383790080
941,8360,3286,751598357617971201
942,4657,1203,751583847268179968
943,5325,1370,751538714308972544
944,3388,1078,751456908746354688
945,13215,6329,751251247299190784
946,6673,1976,751205363882532864
947,5373,1409,751132876104687617
948,5046,1497,750868782890057730
949,13965,5440,750719632563142656
950,4696,1242,750506206503038976
951,13913,4646,750429297815552001
952,4809,1225,750383411068534784
954,3278,1041,750147208377409536
955,3839,1374,750132105863102464
956,4578,1404,750117059602808832
957,3213,909,750101899009982464
958,2298,591,750086836815486976
959,8314,3606,750071704093859840
960,3316,966,750056684286914561
961,3351,669,750041628174217216
962,2863,850,750026558547456000
963,3430,983,750011400160841729
964,3209,873,749996283729883136
965,5395,2640,749981277374128128
966,4905,1415,749774190421639168
967,6435,1797,749417653287129088
968,2776,588,749403093750648834
969,9087,3736,749395845976588288
970,5793,2388,749317047558017024
972,5054,1626,749064354620928000
973,3271,841,749036806121881602
974,11315,3659,748977405889503236
975,6171,2431,748932637671223296
976,2924,1022,748705597323898880
977,4992,1720,748699167502000129
978,4472,1431,748692773788876800
979,6402,2144,748575535303884801
980,2300,726,748568946752774144
981,5516,1335,748346686624440324
983,3900,826,748324050481647620
984,3865,767,748307329658011649
986,6099,2307,747963614829678593
987,6984,2748,747933425676525569
988,3114,1060,747885874273214464
989,2957,807,747844099428986880
990,5112,1251,747816857231626240
993,2441,588,747600769478692864
994,3895,1128,747594051852075008
995,5846,1702,747512671126323200
996,4074,1108,747461612269887489
999,5565,1700,747219827526344708
1000,3558,990,747204161125646336
1001,10086,4290,747103485104099331
1002,3040,317,746906459439529985
1003,6312,2307,746872823977771008
1004,5578,1853,746818907684614144
1005,5137,1707,746790600704425984
1007,6358,1921,746726898085036033
1010,4878,1161,746507379341139972
1011,6486,1766,746369468511756288
1012,7278,2360,746131877086527488
1013,3738,873,746056683365994496
1014,4241,1144,745789745784041472
1015,7355,2484,745712589599014916
1016,7468,2722,745433870967832576
1017,9015,2604,745422732645535745
1018,7550,2975,745314880350101504
1020,7612,2440,745057283344719872
1021,3123,668,744995568523612160
1022,8287,2885,744971049620602880
1023,5884,1671,744709971296780288
1024,7119,2292,744334592493166593
1025,164601,83843,744234799360020481
1027,4371,1167,743980027717509120
1028,3827,1025,743895849529389061
1030,4708,1478,743609206067040256
1031,19417,7037,743595368194129920
1032,3706,1000,743545585370791937
1033,8311,3955,743510151680958465
1034,4454,1307,743253157753532416
1035,6513,2040,743222593470234624
1036,4031,1461,743210557239623680
1038,4658,2135,742528092657332225
1039,7630,4161,742465774154047488
1040,10332,4065,742423170473463808
1041,7147,2132,742385895052087300
1042,4562,1472,742161199639494656
1043,5393,1669,742150209887731712
1044,4792,1613,741793263812808706
1045,8592,2962,741743634094141440
1046,3859,894,741438259667034112
1047,9214,3467,741303864243200000
1049,9929,3304,741067306818797568
1050,6717,2963,740995100998766593
1051,3578,998,740711788199743490
1052,2972,837,740699697422163968
1053,19057,7270,740676976021798912
1054,36505,14225,740373189193256964
1055,2603,469,740365076218183684
1056,3463,915,740359016048689152
1057,7016,2105,740214038584557568
1058,20963,6331,739979191639244800
1059,4252,1154,739932936087216128
1060,3980,913,739844404073074688
1062,5656,1770,739606147276148736
1063,41645,22879,739544079319588864
1064,7548,3148,739485634323156992
1065,121599,62103,739238157791694849
1067,3955,1223,738885046782832640
1068,3507,867,738883359779196928
1069,5349,1667,738537504001953792
1070,3424,901,738402415918125056
1071,4520,1294,738184450748633089
1072,9241,3637,738166403467907072
1073,2658,699,738156290900254721
1074,5535,1881,737826014890496000
1075,10483,3699,737800304142471168
1076,5294,1429,737678689543020544
1077,10797,4765,737445876994609152
1078,3787,866,737322739594330112
1079,15403,7922,737310737551491075
1080,4527,1850,736736130620620800
1082,4183,1339,736365877722001409
1083,8529,2959,736225175608430592
1084,8282,3177,736010884653420544
1085,3772,1226,735991953473572864
1086,4207,1172,735648611367784448
1087,6482,2506,735635087207878657
1088,13628,5422,735274964362878976
1089,3501,947,735256018284875776
1090,3283,1036,735137028879360001
1091,2868,550,734912297295085568
1092,13169,6730,734787690684657664
1093,2631,582,734776360183431168
1095,3767,829,733828123016450049
1096,3845,1078,733822306246479872
1097,3294,1014,733482008106668032
1098,4413,1364,733460102733135873
1099,51545,17929,733109485275860992
1100,2560,572,732732193018155009
1101,3700,944,732726085725589504
1102,3866,821,732585889486888962
1103,8473,2695,732375214819057664
1104,15656,5825,732005617171337216
1105,3660,1049,731285275100512256
1106,4019,1356,731156023742988288
1107,6421,2110,730924654643314689
1108,5150,2298,730573383004487680
1109,3633,1110,730427201120833536
1110,4006,1127,730211855403241472
1111,5115,2047,730196704625098752
1112,4220,1202,729854734790754305
1113,1791,409,729838605770891264
1114,4173,1319,729823566028484608
1115,6075,2462,729463711119904772
1116,1977,350,729113531270991872
1117,3313,875,728986383096946689
1118,4892,1818,728760639972315136
1119,2906,723,728751179681943552
1120,3465,1106,728653952833728512
1121,5141,2136,728409960103686147
1122,3838,1021,728387165835677696
1123,4513,1254,728046963732717569
1124,4766,1776,728035342121635841
1125,4290,1162,728015554473250816
1126,3072,680,727685679342333952
1127,6171,1858,727644517743104000
1128,4674,1298,727524757080539137
1129,3481,799,727314416056803329
1130,3188,870,727286334147182592
1131,4051,1465,727175381690781696
1133,7204,2608,726935089318363137
1134,4013,1603,726887082820554753
1135,3714,1072,726828223124897792
1136,4615,1225,726224900189511680
1137,7378,2824,725842289046749185
1138,4358,1448,725786712245440512
1139,5428,1892,725729321944506368
1141,3881,1386,724983749226668032
1142,2479,683,724771698126512129
1143,5543,1756,724405726123311104
1144,4516,1878,724049859469295616
1145,2784,593,724046343203856385
1146,4379,1676,724004602748780546
1147,4071,1302,723912936180330496
1148,8063,3175,723688335806480385
1149,3163,946,723673163800948736
1150,5534,1995,723179728551723008
1151,4296,1672,722974582966214656
1152,5189,1741,722613351520608256
1153,4872,1989,721503162398597120
1154,2649,656,721001180231503872
1155,3254,819,720785406564900865
1156,2594,720,720775346191278080
1157,4316,1590,720415127506415616
1158,6703,2682,720389942216527872
1159,3003,1037,720340705894408192
1160,4063,1198,720059472081784833
1161,5128,2134,720043174954147842
1162,5054,1859,719991154352222208
1163,4771,1546,719704490224398336
1164,5285,2048,719551379208073216
1165,2920,786,719367763014393856
1166,4613,1333,719339463458033665
1167,3571,1017,719332531645071360
1168,3650,1165,718971898235854848
1169,5481,1873,718939241951195136
1170,19753,8592,718631497683582976
1171,2547,513,718613305783398402
1172,2595,1077,718540630683709445
1173,2821,564,718460005985447936
1174,5084,1603,718454725339934721
1175,2017,531,718246886998687744
1176,4056,1068,718234618122661888
1177,2565,630,717841801130979328
1178,3018,1200,717790033953034240
1179,6020,1959,717537687239008257
1181,3293,897,717421804990701568
1182,6554,2029,717047459982213120
1183,3419,1037,717009362452090881
1184,4472,1251,716802964044845056
